zone	zone_name	target_name	target_identity	tx	tz	ty	edge_id	from_zone	from_zone_name	sx	sz	sy	mission_step_ids	status	waypoints	start_snap	end_snap	start_valid	end_valid
2	Carpenters' Landing	???	object:v1:2:16785752	120.615	-390.133	-5.457	1634088570	231	Northern San d'Oria	-479.621	665.350	-8.141	mission:Bastok:17:step-016,mission:San d'Oria:19:step-014	mesh-no-path	1	1214.222	0.000	1	1
2	Carpenters' Landing	???	object:v1:2:16785771	-340.425	135.520	-100.249	947335802	104	Jugner Forest	6.509	-819.333	-9.163	mission:Bastok:17:step-016,mission:San d'Oria:19:step-014	unknown	1	1020.002	0.000	1	0
2	Carpenters' Landing	???	object:v1:2:16785771	-340.425	135.520	-100.249	1635201658	104	Jugner Forest	-419.796	-554.553	-8.943	mission:Bastok:17:step-016,mission:San d'Oria:19:step-014	unknown	1	700.598	0.000	1	0
2	Carpenters' Landing	???	object:v1:2:16785771	-340.425	135.520	-100.249	1634088570	231	Northern San d'Oria	-479.621	665.350	-8.141	mission:Bastok:17:step-016,mission:San d'Oria:19:step-014	unknown	1	555.499	0.000	1	0
2	Carpenters' Landing	???	object:v1:2:16785781	-416.126	-363.468	0.000	947335802	104	Jugner Forest	6.509	-819.333	-9.163	mission:Bastok:17:step-016,mission:San d'Oria:19:step-014	mesh-no-path	1	621.705	0.000	1	1
2	Carpenters' Landing	???	object:v1:2:16785781	-416.126	-363.468	0.000	1635201658	104	Jugner Forest	-419.796	-554.553	-8.943	mission:Bastok:17:step-016,mission:San d'Oria:19:step-014	mesh-connected	35	2.851	0.000	1	1
2	Carpenters' Landing	???	object:v1:2:16785781	-416.126	-363.468	0.000	1634088570	231	Northern San d'Oria	-479.621	665.350	-8.141	mission:Bastok:17:step-016,mission:San d'Oria:19:step-014	mesh-no-path	1	1030.808	0.000	1	1
2	Carpenters' Landing	???	object:v1:2:16785782	39.877	-565.422	-7.397	947335802	104	Jugner Forest	6.509	-819.333	-9.163	mission:Bastok:17:step-016,mission:San d'Oria:19:step-014	mesh-connected	31	2.709	0.000	1	1
2	Carpenters' Landing	???	object:v1:2:16785782	39.877	-565.422	-7.397	1635201658	104	Jugner Forest	-419.796	-554.553	-8.943	mission:Bastok:17:step-016,mission:San d'Oria:19:step-014	mesh-no-path	1	459.804	0.000	1	1
2	Carpenters' Landing	???	object:v1:2:16785782	39.877	-565.422	-7.397	1634088570	231	Northern San d'Oria	-479.621	665.350	-8.141	mission:Bastok:17:step-016,mission:San d'Oria:19:step-014	mesh-no-path	1	1335.919	0.000	1	1
82	Jugner Forest [S]	Telepoint	npc:v1:82:17113876	-122.862	-163.154	0.000	842609274	81	East Ronfaure [S]	-339.471	462.074	-6.782	mission:Bastok:4:step-006,mission:Bastok:4:step-008	mesh-connected	60	1.628	0.000	1	1
82	Jugner Forest [S]	Telepoint	npc:v1:82:17113876	-122.862	-163.154	0.000	811741818	83	Vunkerl Inlet [S]	621.865	300.264	-6.665	mission:Bastok:4:step-006,mission:Bastok:4:step-008	mesh-no-path	1	877.165	0.000	1	1
82	Jugner Forest [S]	Telepoint	npc:v1:82:17113876	-122.862	-163.154	0.000	845296250	83	Vunkerl Inlet [S]	541.857	-140.268	-6.664	mission:Bastok:4:step-006,mission:Bastok:4:step-008	mesh-connected	67	1.464	0.000	1	1
82	Jugner Forest [S]	Telepoint	npc:v1:82:17113876	-122.862	-163.154	0.000	878850682	83	Vunkerl Inlet [S]	180.335	-581.766	-22.653	mission:Bastok:4:step-006,mission:Bastok:4:step-008	mesh-no-path	1	517.376	0.000	1	1
82	Jugner Forest [S]	Telepoint	npc:v1:82:17113876	-122.862	-163.154	0.000	811807354	84	Batallia Downs [S]	584.034	558.296	-8.476	mission:Bastok:4:step-006,mission:Bastok:4:step-008	mesh-no-path	1	1010.081	0.000	1	1
82	Jugner Forest [S]	Telepoint	npc:v1:82:17113876	-122.862	-163.154	0.000	811872890	85	La Vaule [S]	-199.971	-497.938	-10.035	mission:Bastok:4:step-006,mission:Bastok:4:step-008	mesh-connected	22	2.719	0.000	1	1
94	Windurst Waters [S]	Marble Door	object:v1:94:17162912	149.647	-16.999	8.083	913534330	94	Windurst Waters [S]	160.000	-8.000	-2.350	mission:Windurst:19:step-012	mesh-no-path	1	17.234	0.000	1	1
94	Windurst Waters [S]	Marble Door	object:v1:94:17162912	149.647	-16.999	8.083	812528250	95	West Sarutabaruta [S]	-39.996	235.000	-7.640	mission:Windurst:19:step-012	mesh-no-path	1	315.777	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187510	-454.613	-232.121	-20.092	812921466	101	East Ronfaure	-24.427	140.000	-53.107	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-connected	26	2.958	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187510	-454.613	-232.121	-20.092	880030330	101	East Ronfaure	83.913	-200.033	-26.756	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-connected	16	6.470	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187510	-454.613	-232.121	-20.092	812987002	102	La Theine Plateau	-559.963	-602.479	-7.062	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-connected	11	6.786	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187510	-454.613	-232.121	-20.092	813118330	140	Ghelsba Outpost	-738.178	619.325	-67.173	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-connected	41	1.809	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187510	-454.613	-232.121	-20.092	846083194	167	Bostaunieux Oubliette	-712.746	18.408	-40.500	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-no-path	1	360.297	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187510	-454.613	-232.121	-20.092	845493882	230	Southern San d'Oria	-125.880	274.100	-64.637	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-connected	21	2.466	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187510	-454.613	-232.121	-20.092	845559418	231	Northern San d'Oria	-172.186	379.998	-64.596	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-connected	23	2.447	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187510	-454.613	-232.121	-20.092	946222714	231	Northern San d'Oria	-180.473	419.995	-66.650	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-no-path	1	708.926	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187511	-552.342	-541.652	0.000	812921466	101	East Ronfaure	-24.427	140.000	-53.107	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-connected	45	2.958	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187511	-552.342	-541.652	0.000	880030330	101	East Ronfaure	83.913	-200.033	-26.756	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-connected	27	6.470	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187511	-552.342	-541.652	0.000	812987002	102	La Theine Plateau	-559.963	-602.479	-7.062	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-connected	4	6.786	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187511	-552.342	-541.652	0.000	813118330	140	Ghelsba Outpost	-738.178	619.325	-67.173	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-connected	48	1.809	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187511	-552.342	-541.652	0.000	846083194	167	Bostaunieux Oubliette	-712.746	18.408	-40.500	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-no-path	1	583.984	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187511	-552.342	-541.652	0.000	845493882	230	Southern San d'Oria	-125.880	274.100	-64.637	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-connected	40	2.466	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187511	-552.342	-541.652	0.000	845559418	231	Northern San d'Oria	-172.186	379.998	-64.596	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-connected	33	2.447	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187511	-552.342	-541.652	0.000	946222714	231	Northern San d'Oria	-180.473	419.995	-66.650	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-no-path	1	1033.196	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187512	-399.279	-439.431	-9.999	812921466	101	East Ronfaure	-24.427	140.000	-53.107	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-connected	40	2.958	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187512	-399.279	-439.431	-9.999	880030330	101	East Ronfaure	83.913	-200.033	-26.756	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-connected	25	6.470	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187512	-399.279	-439.431	-9.999	812987002	102	La Theine Plateau	-559.963	-602.479	-7.062	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-connected	9	6.786	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187512	-399.279	-439.431	-9.999	813118330	140	Ghelsba Outpost	-738.178	619.325	-67.173	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-connected	52	1.809	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187512	-399.279	-439.431	-9.999	846083194	167	Bostaunieux Oubliette	-712.746	18.408	-40.500	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-no-path	1	555.705	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187512	-399.279	-439.431	-9.999	845493882	230	Southern San d'Oria	-125.880	274.100	-64.637	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-connected	36	2.466	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187512	-399.279	-439.431	-9.999	845559418	231	Northern San d'Oria	-172.186	379.998	-64.596	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-connected	40	2.447	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187512	-399.279	-439.431	-9.999	946222714	231	Northern San d'Oria	-180.473	419.995	-66.650	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-no-path	1	888.650	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187514	-695.679	21.395	-39.467	812921466	101	East Ronfaure	-24.427	140.000	-53.107	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-no-path	1	681.786	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187514	-695.679	21.395	-39.467	880030330	101	East Ronfaure	83.913	-200.033	-26.756	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-no-path	1	810.528	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187514	-695.679	21.395	-39.467	812987002	102	La Theine Plateau	-559.963	-602.479	-7.062	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-no-path	1	639.287	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187514	-695.679	21.395	-39.467	813118330	140	Ghelsba Outpost	-738.178	619.325	-67.173	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-no-path	1	600.078	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187514	-695.679	21.395	-39.467	846083194	167	Bostaunieux Oubliette	-712.746	18.408	-40.500	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-connected	3	1.277	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187514	-695.679	21.395	-39.467	845493882	230	Southern San d'Oria	-125.880	274.100	-64.637	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-no-path	1	623.830	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187514	-695.679	21.395	-39.467	845559418	231	Northern San d'Oria	-172.186	379.998	-64.596	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-no-path	1	635.037	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187514	-695.679	21.395	-39.467	946222714	231	Northern San d'Oria	-180.473	419.995	-66.650	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-no-path	1	651.965	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187567	-148.600	239.198	-60.000	812921466	101	East Ronfaure	-24.427	140.000	-53.107	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-connected	6	2.958	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187567	-148.600	239.198	-60.000	880030330	101	East Ronfaure	83.913	-200.033	-26.756	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-connected	34	6.470	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187567	-148.600	239.198	-60.000	812987002	102	La Theine Plateau	-559.963	-602.479	-7.062	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-connected	41	6.786	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187567	-148.600	239.198	-60.000	813118330	140	Ghelsba Outpost	-738.178	619.325	-67.173	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-connected	16	1.809	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187567	-148.600	239.198	-60.000	846083194	167	Bostaunieux Oubliette	-712.746	18.408	-40.500	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-no-path	1	606.126	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187567	-148.600	239.198	-60.000	845493882	230	Southern San d'Oria	-125.880	274.100	-64.637	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-connected	3	2.466	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187567	-148.600	239.198	-60.000	845559418	231	Northern San d'Oria	-172.186	379.998	-64.596	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-connected	10	2.447	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187567	-148.600	239.198	-60.000	946222714	231	Northern San d'Oria	-180.473	419.995	-66.650	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-no-path	1	183.705	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187568	-146.740	280.105	-60.499	812921466	101	East Ronfaure	-24.427	140.000	-53.107	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-connected	9	2.958	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187568	-146.740	280.105	-60.499	880030330	101	East Ronfaure	83.913	-200.033	-26.756	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-connected	33	6.470	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187568	-146.740	280.105	-60.499	812987002	102	La Theine Plateau	-559.963	-602.479	-7.062	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-connected	41	6.786	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187568	-146.740	280.105	-60.499	813118330	140	Ghelsba Outpost	-738.178	619.325	-67.173	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-connected	19	1.809	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187568	-146.740	280.105	-60.499	846083194	167	Bostaunieux Oubliette	-712.746	18.408	-40.500	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-no-path	1	623.897	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187568	-146.740	280.105	-60.499	845493882	230	Southern San d'Oria	-125.880	274.100	-64.637	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-connected	5	2.466	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187568	-146.740	280.105	-60.499	845559418	231	Northern San d'Oria	-172.186	379.998	-64.596	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-connected	9	2.447	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187568	-146.740	280.105	-60.499	946222714	231	Northern San d'Oria	-180.473	419.995	-66.650	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-no-path	1	144.031	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187576	-143.158	247.550	-59.779	812921466	101	East Ronfaure	-24.427	140.000	-53.107	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-connected	6	2.958	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187576	-143.158	247.550	-59.779	880030330	101	East Ronfaure	83.913	-200.033	-26.756	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-connected	34	6.470	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187576	-143.158	247.550	-59.779	812987002	102	La Theine Plateau	-559.963	-602.479	-7.062	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-connected	41	6.786	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187576	-143.158	247.550	-59.779	813118330	140	Ghelsba Outpost	-738.178	619.325	-67.173	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-connected	16	1.809	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187576	-143.158	247.550	-59.779	846083194	167	Bostaunieux Oubliette	-712.746	18.408	-40.500	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-no-path	1	614.254	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187576	-143.158	247.550	-59.779	845493882	230	Southern San d'Oria	-125.880	274.100	-64.637	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-connected	3	2.466	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187576	-143.158	247.550	-59.779	845559418	231	Northern San d'Oria	-172.186	379.998	-64.596	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-connected	9	2.447	0.000	1	1
100	West Ronfaure	???	object:v1:100:17187576	-143.158	247.550	-59.779	946222714	231	Northern San d'Oria	-180.473	419.995	-66.650	mission:San d'Oria:19:step-010,mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-no-path	1	176.570	0.000	1	1
100	West Ronfaure	Geomagnetic Fount	object:v1:100:17187560	-704.875	22.311	-39.455	812921466	101	East Ronfaure	-24.427	140.000	-53.107	mission:San d'Oria:19:step-010	mesh-no-path	1	690.686	0.000	1	1
100	West Ronfaure	Geomagnetic Fount	object:v1:100:17187560	-704.875	22.311	-39.455	880030330	101	East Ronfaure	83.913	-200.033	-26.756	mission:San d'Oria:19:step-010	mesh-no-path	1	819.625	0.000	1	1
100	West Ronfaure	Geomagnetic Fount	object:v1:100:17187560	-704.875	22.311	-39.455	812987002	102	La Theine Plateau	-559.963	-602.479	-7.062	mission:San d'Oria:19:step-010	mesh-no-path	1	642.193	0.000	1	1
100	West Ronfaure	Geomagnetic Fount	object:v1:100:17187560	-704.875	22.311	-39.455	813118330	140	Ghelsba Outpost	-738.178	619.325	-67.173	mission:San d'Oria:19:step-010	mesh-no-path	1	598.584	0.000	1	1
100	West Ronfaure	Geomagnetic Fount	object:v1:100:17187560	-704.875	22.311	-39.455	846083194	167	Bostaunieux Oubliette	-712.746	18.408	-40.500	mission:San d'Oria:19:step-010	mesh-connected	3	1.277	0.000	1	1
100	West Ronfaure	Geomagnetic Fount	object:v1:100:17187560	-704.875	22.311	-39.455	845493882	230	Southern San d'Oria	-125.880	274.100	-64.637	mission:San d'Oria:19:step-010	mesh-no-path	1	631.876	0.000	1	1
100	West Ronfaure	Geomagnetic Fount	object:v1:100:17187560	-704.875	22.311	-39.455	845559418	231	Northern San d'Oria	-172.186	379.998	-64.596	mission:San d'Oria:19:step-010	mesh-no-path	1	642.129	0.000	1	1
100	West Ronfaure	Geomagnetic Fount	object:v1:100:17187560	-704.875	22.311	-39.455	946222714	231	Northern San d'Oria	-180.473	419.995	-66.650	mission:San d'Oria:19:step-010	mesh-no-path	1	658.703	0.000	1	1
100	West Ronfaure	Marauder Dvogzog	camp:v1:100:marauder-dvogzog:0ca61444606dcb73134a	-695.249	21.575	-39.630	812921466	101	East Ronfaure	-24.427	140.000	-53.107	mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-no-path	1	681.328	0.000	1	1
100	West Ronfaure	Marauder Dvogzog	camp:v1:100:marauder-dvogzog:0ca61444606dcb73134a	-695.249	21.575	-39.630	880030330	101	East Ronfaure	83.913	-200.033	-26.756	mission:San d'Oria:19:step-011,mission:San d'Oria:19:step-012	mesh-no-path	1	810.166	0.000	1	1
