# AccessXI FFXI navigation route overrides.
# route_id	zone	destination_name	destination_x	destination_z	destination_y	match_radius	min_x	max_x	min_z	max_z	sequence	waypoint_x	waypoint_z	waypoint_y	source	confidence	note
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	29	-379.206	321.694	8.959	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 29
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	30	-380.737	320.326	8.962	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 30
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	31	-383.037	318.273	8.847	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 31
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	32	-385.139	316.256	8.657	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 32
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	33	-386.690	314.393	8.664	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 33
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	34	-388.481	311.889	8.725	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 34
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	35	-389.580	310.166	8.872	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 35
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	36	-391.088	307.485	9.108	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 36
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	37	-391.977	305.631	8.996	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 37
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	38	-393.113	302.759	9.004	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 38
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	39	-393.937	300.485	9.095	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 39
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	40	-394.960	297.577	8.941	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 40
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	41	-395.653	295.640	8.819	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 41
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	42	-396.610	292.862	8.482	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 42
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	43	-397.289	290.929	8.345	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 43
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	44	-398.309	288.016	8.200	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 44
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	45	-399.121	285.697	8.084	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 45
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	46	-399.800	283.759	8.011	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 46
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	47	-400.883	280.663	7.943	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 47
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	48	-401.559	278.734	7.901	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 48
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	49	-402.694	275.487	7.855	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 49
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	50	-403.430	273.389	7.914	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 50
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	51	-404.459	270.443	8.066	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 51
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	52	-405.144	268.490	8.213	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 52
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	53	-406.318	265.453	8.445	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 53
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	54	-407.328	263.298	8.542	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 54
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	55	-408.259	261.456	8.473	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 55
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	56	-409.690	258.726	8.345	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 56
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	57	-411.155	255.975	8.500	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 57
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	58	-412.114	254.174	8.500	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 58
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	59	-413.566	251.447	8.500	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 59
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	60	-414.523	249.628	8.500	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 60
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	61	-415.759	246.791	8.575	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 61
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	62	-416.410	244.849	8.753	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 62
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	63	-417.273	241.855	8.863	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 63
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	64	-417.653	239.837	8.855	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 64
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	65	-418.246	236.835	8.572	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 65
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	66	-418.765	234.844	8.530	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 66
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	67	-419.614	231.874	8.530	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 67
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	68	-420.436	229.073	8.440	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 68
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	69	-421.134	226.700	8.416	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 69
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	70	-422.006	223.736	8.481	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 70
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	71	-422.592	221.749	8.607	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 71
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	72	-423.479	218.797	8.573	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 72
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	73	-424.205	216.880	8.461	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 73
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	74	-425.787	214.247	8.266	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 74
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	75	-426.969	212.466	8.140	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 75
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	76	-426.357	213.556	8.216	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 76
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	77	-428.442	213.994	8.223	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 77
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	78	-429.539	212.610	8.136	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 78
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	79	-430.149	211.413	8.135	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 79
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	80	-431.729	209.869	8.232	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 80
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	81	-433.460	208.845	8.332	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 81
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	82	-434.835	208.512	8.387	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 82
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	83	-436.760	209.213	8.199	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 83
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	84	-437.227	210.171	8.019	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 84
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	85	-437.247	211.768	7.700	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 85
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	86	-436.842	213.995	7.277	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 86
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	87	-436.754	215.919	6.883	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 87
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	88	-436.724	217.635	6.647	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 88
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	89	-436.392	220.564	6.333	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 89
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	90	-436.476	221.905	6.392	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 90
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	91	-437.920	223.890	6.302	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 91
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	92	-439.627	223.324	6.140	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 92
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	93	-441.326	221.078	5.633	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 93
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	94	-442.457	218.873	5.209	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 94
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	95	-443.307	217.154	4.827	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 95
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	96	-444.560	214.601	4.045	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 96
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	97	-445.350	212.748	3.736	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 97
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	98	-446.151	210.861	3.656	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 98
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	99	-447.110	208.565	3.661	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 99
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	100	-448.943	209.014	3.317	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 100
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	101	-450.548	210.104	2.859	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 101
lathine-recorded-ravine-escape-20260712	102	Recorded ravine escape handoff	-563.557	663.512	0.823	2.0	-344.820	-334.820	370.467	380.467	102	-451.492	210.775	2.473	live-route-recording-20260712-143554-z102	proven	complete walked ravine escape sequence 102
