zoneline_id	from_zone	from_name	from_code	from_x	from_z	from_y	to_zone	to_name	to_code	to_x	to_z	to_y	source	confidence	note
943075450	6	Bearclaw Pinnacle	z068	-523.003	-899.966	-1.031	5	Uleguerand Range	z05b	-202.872	-60.003	-7.470	lsb-zonelines	untested	
1630941306	6	Bearclaw Pinnacle	z06a	-203.003	-99.965	-113.417	5	Uleguerand Range	z05d	179.994	118.492	-227.801	lsb-zonelines	untested	
842477690	7	Attohwa Chasm	z072	-191.031	336.814	-16.408	8	Boneyard Gully	z081	-709.508	456.241	18.066	lsb-zonelines	untested	
876032122	7	Attohwa Chasm	z074	-59.999	242.986	-27.570	8	Boneyard Gully	z083	627.536	-695.364	15.737	lsb-zonelines	untested	
808923258	7	Attohwa Chasm	z070	-167.101	-261.720	5.012	198	Maze of Shakhrami	z5i5	-140.246	160.709	-12.738	lsb-zonelines	untested	
808988794	8	Boneyard Gully	z080	-713.016	458.011	18.687	7	Attohwa Chasm	z073	-194.487	338.704	-13.766	lsb-zonelines	untested	
842543226	8	Boneyard Gully	z082	630.969	-696.831	15.539	7	Attohwa Chasm	z075	-60.008	239.497	-25.908	lsb-zonelines	untested	
1664692346	9	Pso'Xja	z09c	14.978	230.000	-2.967	9	Pso'Xja	z09d	132.039	69.998	-2.159	lsb-zonelines	untested	
1698246778	9	Pso'Xja	z09e	135.039	70.033	-3.555	9	Pso'Xja	z09f	12.055	229.969	-1.981	lsb-zonelines	untested	
1731801210	9	Pso'Xja	z09g	135.050	50.038	-3.196	9	Pso'Xja	z09h	-49.986	211.994	-2.027	lsb-zonelines	untested	
1765355642	9	Pso'Xja	z09i	-50.005	214.952	-3.141	9	Pso'Xja	z09j	131.994	50.014	-2.165	lsb-zonelines	untested	
1798910074	9	Pso'Xja	z09k	-69.997	214.950	-3.693	9	Pso'Xja	z09l	30.009	147.993	-1.727	lsb-zonelines	untested	
1832464506	9	Pso'Xja	z09m	30.033	144.979	-3.381	9	Pso'Xja	z09n	-70.002	211.975	-2.123	lsb-zonelines	untested	
1866018938	9	Pso'Xja	z09o	14.955	209.989	-3.033	9	Pso'Xja	z09p	10.013	147.996	-1.745	lsb-zonelines	untested	
1899573370	9	Pso'Xja	z09q	10.013	144.969	-3.439	9	Pso'Xja	z09r	11.977	210.019	-1.930	lsb-zonelines	untested	
1933127802	9	Pso'Xja	z09s	15.029	70.045	-3.027	9	Pso'Xja	z09t	11.971	-49.977	-1.949	lsb-zonelines	untested	
1966682234	9	Pso'Xja	z09u	14.984	-50.011	-3.031	9	Pso'Xja	z09v	12.008	70.000	-1.928	lsb-zonelines	untested	
2000236666	9	Pso'Xja	z09w	15.027	50.016	-3.076	9	Pso'Xja	z09x	12.004	-70.009	-1.964	lsb-zonelines	untested	
2033791098	9	Pso'Xja	z09y	15.022	-69.999	-3.024	9	Pso'Xja	z09z	12.011	49.986	-1.956	lsb-zonelines	untested	
809068922	9	Pso'Xja	zi90	-150.019	50.043	-3.121	9	Pso'Xja	zi91	-29.956	212.521	-1.903	lsb-zonelines	untested	
842623354	9	Pso'Xja	zi92	-29.994	210.000	-3.440	9	Pso'Xja	zi93	-150.006	47.486	-1.982	lsb-zonelines	untested	
876177786	9	Pso'Xja	zi94	-169.960	9.953	-3.361	9	Pso'Xja	zi95	-52.472	170.008	-2.022	lsb-zonelines	untested	
909732218	9	Pso'Xja	zi96	-50.001	169.955	-3.156	9	Pso'Xja	zi97	-167.514	9.987	-2.009	lsb-zonelines	untested	
943286650	9	Pso'Xja	zi98	-110.000	30.007	-3.418	9	Pso'Xja	zi99	12.486	189.982	-1.963	lsb-zonelines	untested	
1631152506	9	Pso'Xja	zi9a	10.013	189.982	-3.350	9	Pso'Xja	zi9b	-112.500	30.015	-1.963	lsb-zonelines	untested	
1664706938	9	Pso'Xja	zi9c	-29.992	-70.015	-3.018	9	Pso'Xja	zi9d	90.034	52.504	-1.980	lsb-zonelines	untested	
1698261370	9	Pso'Xja	zi9e	89.974	49.990	-3.204	9	Pso'Xja	zi9f	-30.181	-67.082	-1.500	lsb-zonelines	untested	
1731815802	9	Pso'Xja	zi9g	-60.000	1.078	36.986	10	The Shrouded Maw	z0a1	-300.000	-219.928	-1.500	lsb-zonelines	untested	
1765370234	9	Pso'Xja	zi9i	20.000	-15.073	36.769	10	The Shrouded Maw	z0a3	-179.683	-296.610	2.250	lsb-zonelines	untested	
809054330	9	Pso'Xja	z090	404.925	-20.008	-11.876	111	Beaucedine Glacier	z339	242.292	-20.005	4.950	lsb-zonelines	untested	
842608762	9	Pso'Xja	z092	220.053	-274.952	-11.916	111	Beaucedine Glacier	z33b	60.008	-357.679	4.950	lsb-zonelines	untested	
876163194	9	Pso'Xja	z094	180.013	234.996	-11.992	111	Beaucedine Glacier	z33d	100.011	157.695	-15.050	lsb-zonelines	untested	
909717626	9	Pso'Xja	z096	-235.011	-259.985	4.119	111	Beaucedine Glacier	z33f	-197.717	-219.995	-35.050	lsb-zonelines	untested	
943272058	9	Pso'Xja	z098	-179.989	-85.020	-11.938	111	Beaucedine Glacier	z33h	-19.996	-42.291	-55.050	lsb-zonelines	untested	
1631137914	9	Pso'Xja	z09a	-299.999	194.992	-11.983	111	Beaucedine Glacier	z33j	-339.974	157.732	-95.050	lsb-zonelines	untested	
811675770	10	The Shrouded Maw	z0a0	-300.000	-215.250	-4.075	9	Pso'Xja	zi9h	-60.000	4.981	38.504	lsb-zonelines	untested	
845230202	10	The Shrouded Maw	z0a2	-180.020	-291.250	-0.336	9	Pso'Xja	zi9j	20.000	-11.005	38.500	lsb-zonelines	untested	
912404602	11	Oldton Movalpolos	z0b6	73.896	139.753	5.030	12	Newton Movalpolos	z0c1	-261.858	180.559	10.858	lsb-zonelines	untested	
945959034	11	Oldton Movalpolos	z0b8	139.913	-5.051	5.031	12	Newton Movalpolos	z0c3	-220.031	43.605	10.065	lsb-zonelines	untested	
1633824890	11	Oldton Movalpolos	z0ba	247.604	-59.960	8.701	12	Newton Movalpolos	z0c5	-141.883	-19.373	10.737	lsb-zonelines	untested	
1667379322	11	Oldton Movalpolos	z0bc	199.017	-140.129	5.050	12	Newton Movalpolos	z0c7	-196.066	-59.949	6.088	lsb-zonelines	untested	
1700933754	11	Oldton Movalpolos	z0be	100.132	-158.626	12.877	12	Newton Movalpolos	z0c9	-260.004	-123.785	10.148	lsb-zonelines	untested	
1734488186	11	Oldton Movalpolos	z0bg	-2.339	-219.733	4.788	12	Newton Movalpolos	z0cb	-356.944	-179.974	6.047	lsb-zonelines	untested	
811741306	11	Oldton Movalpolos	z0b0	-325.112	-259.658	4.409	106	North Gustaberg	z2yd	575.589	692.864	-16.677	lsb-zonelines	untested	
845295738	11	Oldton Movalpolos	z0b2	-307.079	-100.008	-10.849	106	North Gustaberg	z2yf	455.859	733.027	-6.690	lsb-zonelines	untested	
878850170	11	Oldton Movalpolos	z0b4	-375.326	464.797	-14.094	196	Gusgen Mines	z5g3	100.007	-237.441	-61.630	lsb-zonelines	untested	
811806842	12	Newton Movalpolos	z0c0	-264.792	180.392	9.903	11	Oldton Movalpolos	z0b7	70.956	139.843	5.990	lsb-zonelines	untested	
845361274	12	Newton Movalpolos	z0c2	-219.790	40.947	8.775	11	Oldton Movalpolos	z0b9	140.447	-8.471	5.236	lsb-zonelines	untested	
878915706	12	Newton Movalpolos	z0c4	-144.604	-19.511	9.139	11	Oldton Movalpolos	z0bb	244.542	-60.040	9.962	lsb-zonelines	untested	
912470138	12	Newton Movalpolos	z0c6	-198.923	-60.046	4.799	11	Oldton Movalpolos	z0bd	195.901	-140.140	6.033	lsb-zonelines	untested	
946024570	12	Newton Movalpolos	z0c8	-259.934	-120.907	9.171	11	Oldton Movalpolos	z0bf	99.852	-155.918	14.249	lsb-zonelines	untested	
1633890426	12	Newton Movalpolos	z0ca	-359.771	-179.999	4.964	11	Oldton Movalpolos	z0bh	-5.107	-219.906	5.531	lsb-zonelines	untested	
1667444858	12	Newton Movalpolos	z0cc	454.912	-19.355	25.132	13	Mine Shaft #2716	z0d1	-116.599	-620.010	-122.103	lsb-zonelines	untested	
1700999290	12	Newton Movalpolos	z0ce	218.126	187.428	17.189	13	Mine Shaft #2716	z0d3	-155.302	500.121	178.261	lsb-zonelines	untested	
811872378	13	Mine Shaft #2716	z0d0	-119.955	-619.984	-123.476	12	Newton Movalpolos	z0cd	451.895	-19.782	26.214	lsb-zonelines	untested	
845426810	13	Mine Shaft #2716	z0d2	-158.309	500.083	176.935	12	Newton Movalpolos	z0cf	215.991	185.113	18.071	lsb-zonelines	untested	
812068986	16	Promyvion - Holla	z0g0	180.000	-19.992	-2.174	17	Spire of Holla	z0h1	-0.039	-293.741	-4.083	lsb-zonelines	untested	
812134522	17	Spire of Holla	z0h0	-0.013	-295.991	-4.105	16	Promyvion - Holla	z0g1	179.973	-23.145	-2.100	lsb-zonelines	untested	
812200058	18	Promyvion - Dem	z0i0	20.000	59.998	-2.174	19	Spire of Dem	z0j1	-0.039	293.641	-4.083	lsb-zonelines	untested	
812265594	19	Spire of Dem	z0j0	-0.013	296.024	-4.105	18	Promyvion - Dem	z0i1	20.000	63.031	-2.100	lsb-zonelines	untested	
812331130	20	Promyvion - Mea	z0k0	100.000	180.035	-2.295	21	Spire of Mea	z0l1	-0.039	293.641	-4.083	lsb-zonelines	untested	
812396666	21	Spire of Mea	z0l0	-0.013	296.024	-4.105	20	Promyvion - Mea	z0k1	100.000	183.068	-2.059	lsb-zonelines	untested	
812462202	22	Promyvion - Vahzl	z0m0	-140.000	-59.926	-2.174	23	Spire of Vahzl	z0n1	-0.039	293.641	-4.083	lsb-zonelines	untested	
812527738	23	Spire of Vahzl	z0n0	-0.013	296.024	-4.105	22	Promyvion - Vahzl	z0m1	-140.000	-56.893	-2.100	lsb-zonelines	untested	
812593274	24	Lufaise Meadows	z0o0	-482.593	283.523	-20.100	25	Misareaux Coast	z0p1	567.624	280.775	-20.000	lsb-zonelines	untested	
846147706	24	Lufaise Meadows	z0o2	-600.989	-100.086	-2.981	26	Tavnazian Safehold	z0q1	7.425	155.009	-31.201	lsb-zonelines	untested	
879702138	24	Lufaise Meadows	z0o4	-401.488	-219.958	-3.056	26	Tavnazian Safehold	z0q3	13.659	118.255	-27.742	lsb-zonelines	untested	
812658810	25	Misareaux Coast	z0p0	572.441	282.673	-19.402	24	Lufaise Meadows	z0o1	-475.825	281.149	-20.461	lsb-zonelines	untested	
846213242	25	Misareaux Coast	z0p2	602.537	19.974	-2.850	26	Tavnazian Safehold	z0q5	-46.465	158.105	-32.599	lsb-zonelines	untested	
879767674	25	Misareaux Coast	z0p4	642.432	-220.022	21.094	26	Tavnazian Safehold	z0q7	-37.079	118.783	-30.028	lsb-zonelines	untested	
913322106	25	Misareaux Coast	z0p6	61.063	739.997	-27.674	28	Sacrarium	z0s1	-219.996	82.795	-18.587	lsb-zonelines	untested	
812724346	26	Tavnazian Safehold	z0q0	9.902	157.162	-31.566	24	Lufaise Meadows	z0o3	-596.494	-99.420	-2.937	lsb-zonelines	untested	
846278778	26	Tavnazian Safehold	z0q2	16.108	116.194	-27.796	24	Lufaise Meadows	z0o5	-398.021	-220.780	-2.555	lsb-zonelines	untested	
879833210	26	Tavnazian Safehold	z0q4	-48.435	159.972	-34.162	25	Misareaux Coast	z0p3	599.205	20.144	-2.013	lsb-zonelines	untested	
913387642	26	Tavnazian Safehold	z0q6	-39.224	117.016	-31.364	25	Misareaux Coast	z0p5	638.832	-220.494	21.740	lsb-zonelines	untested	
1634807930	26	Tavnazian Safehold	z0qa	27.989	57.053	-16.337	27	Phomiuna Aqueducts	z0r1	260.020	-290.461	-2.120	lsb-zonelines	untested	
946942074	26	Tavnazian Safehold	z0q8	-0.034	-41.987	-11.218	32	Sealion's Den	z0w1	600.101	797.612	130.355	lsb-zonelines	untested	
812789882	27	Phomiuna Aqueducts	z0r0	259.967	-293.412	-3.881	26	Tavnazian Safehold	z0qb	27.971	43.735	-14.068	lsb-zonelines	untested	
812855418	28	Sacrarium	z0s0	-220.082	84.991	-19.679	25	Misareaux Coast	z0p7	53.226	739.997	-25.671	lsb-zonelines	untested	
813117562	32	Sealion's Den	z0w0	599.803	802.149	129.570	26	Tavnazian Safehold	z0q9	-0.173	-39.706	-9.572	lsb-zonelines	untested	
813183098	33	Al'Taieu	z0x0	0.068	-439.247	-13.286	34	Grand Palace of Hu'Xzoi	z0y1	-20.000	-355.482	-1.500	lsb-zonelines	untested	
846737530	33	Al'Taieu	z0x2	0.000	723.119	0.065	37	Temenos	z111	580.000	4.452	-1.500	lsb-zonelines	untested	
813248634	34	Grand Palace of Hu'Xzoi	z0y0	-20.000	-364.277	-2.840	33	Al'Taieu	z0x1	0.000	-464.781	-12.500	lsb-zonelines	untested	
846803066	34	Grand Palace of Hu'Xzoi	z0y2	10.000	-320.000	-2.812	34	Grand Palace of Hu'Xzoi	z0y3	-368.794	260.000	-2.216	lsb-zonelines	untested	
880357498	34	Grand Palace of Hu'Xzoi	z0y4	-371.972	260.000	-3.669	34	Grand Palace of Hu'Xzoi	z0y5	-1.608	-320.000	-1.661	lsb-zonelines	untested	
913911930	34	Grand Palace of Hu'Xzoi	z0y6	-20.000	-271.805	-3.808	35	The Garden of Ru'Hmet	z0z1	-420.000	243.491	-2.216	lsb-zonelines	untested	
813314170	35	The Garden of Ru'Hmet	z0z0	-420.000	235.712	-3.669	34	Grand Palace of Hu'Xzoi	z0y7	-20.000	-285.460	-2.064	lsb-zonelines	untested	
846868602	35	The Garden of Ru'Hmet	z0z2	-484.739	-340.000	-3.000	35	The Garden of Ru'Hmet	z0z3	-351.136	-380.000	-2.250	lsb-zonelines	untested	
880423034	35	The Garden of Ru'Hmet	z0z4	-355.149	-380.141	-3.000	35	The Garden of Ru'Hmet	z0z5	-488.908	-340.000	-2.318	lsb-zonelines	untested	
913977466	35	The Garden of Ru'Hmet	z0z6	-478.374	-339.977	-3.000	35	The Garden of Ru'Hmet	z0z7	-365.291	-380.000	-2.250	lsb-zonelines	untested	
947531898	35	The Garden of Ru'Hmet	z0z8	-361.598	-380.000	-3.000	35	The Garden of Ru'Hmet	z0z9	-474.853	-340.000	-2.250	lsb-zonelines	untested	
1635397754	35	The Garden of Ru'Hmet	z0za	-361.604	-340.000	-3.000	35	The Garden of Ru'Hmet	z0zb	-474.843	-380.000	-2.250	lsb-zonelines	untested	
1668952186	35	The Garden of Ru'Hmet	z0zc	-478.375	-380.000	-3.000	35	The Garden of Ru'Hmet	z0zd	-365.298	-340.000	-2.250	lsb-zonelines	untested	
1702506618	35	The Garden of Ru'Hmet	z0ze	-355.157	-340.000	-3.000	35	The Garden of Ru'Hmet	z0zf	-488.897	-380.000	-2.250	lsb-zonelines	untested	
1736061050	35	The Garden of Ru'Hmet	z0zg	-484.729	-380.000	-3.000	35	The Garden of Ru'Hmet	z0zh	-351.143	-340.000	-2.250	lsb-zonelines	untested	
1769615482	35	The Garden of Ru'Hmet	z0zi	-460.000	-446.305	-2.500	35	The Garden of Ru'Hmet	z0zj	-380.000	-478.369	-2.250	lsb-zonelines	untested	
1803169914	35	The Garden of Ru'Hmet	z0zk	-380.000	-473.733	-3.500	35	The Garden of Ru'Hmet	z0zl	-460.000	-441.682	-2.250	lsb-zonelines	untested	
1836724346	35	The Garden of Ru'Hmet	z0zm	-460.000	-473.733	-3.500	35	The Garden of Ru'Hmet	z0zn	-380.000	-441.682	-2.250	lsb-zonelines	untested	
1870278778	35	The Garden of Ru'Hmet	z0zo	-380.000	-446.305	-3.500	35	The Garden of Ru'Hmet	z0zp	-460.000	-478.369	-2.250	lsb-zonelines	untested	
808530298	37	Temenos	z110	580.000	-4.342	-2.840	33	Al'Taieu	z0x3	0.000	718.112	0.079	lsb-zonelines	untested	
2003987834	48	Al Zahbi	zmrw	40.000	-74.000	-3.764	48	Al Zahbi	Mog House	40.000	-62.510	-1.500	lsb-zonelines	untested	
878915962	48	Al Zahbi	z1c4	122.109	40.005	-5.160	50	Aht Urhgan Whitegate	z1e1	-155.854	-0.004	0.225	lsb-zonelines	untested	
811807098	48	Al Zahbi	z1c0	-120.190	67.981	-1.369	51	Wajaom Woodlands	z1fl	610.542	356.247	-28.547	lsb-zonelines	untested	
845361530	48	Al Zahbi	z1c2	-68.008	120.009	-1.091	52	Bhaflau Thickets	z1g7	432.986	-40.041	-11.075	lsb-zonelines	untested	
811938170	50	Aht Urhgan Whitegate	z1e0	-158.102	0.005	0.000	48	Al Zahbi	z1c5	120.359	40.004	-3.816	lsb-zonelines	untested	
2037542266	50	Aht Urhgan Whitegate	zmry	-114.000	-80.000	-3.333	50	Aht Urhgan Whitegate	Mog House	-102.500	-80.000	-1.500	lsb-zonelines	untested	
1801859450	51	Wajaom Woodlands	z1fk	614.376	356.287	-27.143	48	Al Zahbi	z1c1	-118.150	67.996	0.480	lsb-zonelines	untested	
1835413882	51	Wajaom Woodlands	z1fm	381.293	440.795	-15.565	52	Bhaflau Thickets	z1g1	299.997	-27.998	-13.369	lsb-zonelines	untested	
1868968314	51	Wajaom Woodlands	z1fo	-853.488	99.990	-19.409	62	Halvung	z1q1	119.515	-379.987	-32.000	lsb-zonelines	untested	
1902522746	51	Wajaom Woodlands	z1fq	-480.455	-539.990	-7.982	65	Mamook	z1t1	397.473	-219.999	-32.284	lsb-zonelines	untested	
1936077178	51	Wajaom Woodlands	z1fs	-739.064	-569.553	-5.158	65	Mamook	z1t3	220.001	-81.496	-32.284	lsb-zonelines	untested	
1969631610	51	Wajaom Woodlands	z1fu	-570.520	-781.055	-20.789	65	Mamook	z1t5	317.504	-339.995	-8.317	lsb-zonelines	untested	
812003706	51	Wajaom Woodlands	z1f0	440.032	-100.039	-22.721	68	Aydeewa Subterrane	z1w1	356.503	-179.607	-0.364	lsb-zonelines	untested	
845558138	51	Wajaom Woodlands	z1f2	99.428	-146.551	-11.313	68	Aydeewa Subterrane	z1w3	20.007	-116.515	6.332	lsb-zonelines	untested	
879112570	51	Wajaom Woodlands	z1f4	-173.529	-260.572	-11.719	68	Aydeewa Subterrane	z1w5	-51.776	-225.531	28.510	lsb-zonelines	untested	
912667002	51	Wajaom Woodlands	z1f6	-334.403	-379.995	-11.860	68	Aydeewa Subterrane	z1w7	-196.824	-420.565	-19.145	lsb-zonelines	untested	
946221434	51	Wajaom Woodlands	z1f8	60.017	399.995	-14.568	68	Aydeewa Subterrane	z1w9	101.428	151.549	8.673	lsb-zonelines	untested	
1634087290	51	Wajaom Woodlands	z1fa	-259.434	306.498	-18.953	68	Aydeewa Subterrane	z1wb	-140.002	118.503	6.012	lsb-zonelines	untested	
1667641722	51	Wajaom Woodlands	z1fc	-679.970	-20.007	-7.950	68	Aydeewa Subterrane	z1wd	-408.475	-139.983	3.342	lsb-zonelines	untested	
1701196154	51	Wajaom Woodlands	z1fe	-420.018	-80.015	-7.389	68	Aydeewa Subterrane	z1wf	-220.786	-149.674	3.763	lsb-zonelines	untested	
1734750586	51	Wajaom Woodlands	z1fg	-333.491	-180.887	-19.647	68	Aydeewa Subterrane	z1wh	-204.826	-259.893	-17.797	lsb-zonelines	untested	
1768305018	51	Wajaom Woodlands	z1fi	-550.506	-221.456	-13.216	68	Aydeewa Subterrane	z1wj	-354.967	-260.010	-20.750	lsb-zonelines	untested	
912732538	52	Bhaflau Thickets	z1g6	437.971	-40.006	-12.999	48	Al Zahbi	z1c3	-67.989	118.151	0.394	lsb-zonelines	untested	
812069242	52	Bhaflau Thickets	z1g0	300.014	-32.192	-15.685	51	Wajaom Woodlands	z1fn	380.031	435.510	-13.370	lsb-zonelines	untested	
1667707258	52	Bhaflau Thickets	z1gc	-41.055	300.012	-7.022	62	Halvung	z1q5	519.486	260.008	-12.001	lsb-zonelines	untested	
1701261690	52	Bhaflau Thickets	z1ge	-556.948	99.990	-3.357	62	Halvung	z1q7	-572.452	-104.542	-6.054	lsb-zonelines	untested	
946286970	52	Bhaflau Thickets	z1g8	-31.048	-619.061	-13.084	65	Mamook	z1t7	-117.491	-299.997	-20.115	lsb-zonelines	untested	
1634152826	52	Bhaflau Thickets	z1ga	-340.017	-123.048	-10.947	65	Mamook	z1t9	-459.995	197.520	-14.278	lsb-zonelines	untested	
1801924986	52	Bhaflau Thickets	z1gk	-100.006	-476.957	-14.761	67	Jade Sepulcher	z1v1	340.383	-157.447	-13.625	lsb-zonelines	untested	
845623674	52	Bhaflau Thickets	z1g2	439.985	419.973	-14.677	68	Aydeewa Subterrane	z1wl	516.598	459.890	-34.888	lsb-zonelines	untested	
879178106	52	Bhaflau Thickets	z1g4	120.986	420.007	-14.686	68	Aydeewa Subterrane	z1wn	245.502	499.935	-34.853	lsb-zonelines	untested	
1734816122	52	Bhaflau Thickets	z1gg	82.999	620.022	-22.629	72	Alzadaal Undersea Ruins	z20b	325.000	-620.000	-6.574	lsb-zonelines	untested	
1768370554	52	Bhaflau Thickets	z1gi	-398.012	20.005	-11.075	72	Alzadaal Undersea Ruins	z20d	-115.000	-620.000	-6.500	lsb-zonelines	untested	
812134778	53	Nashmau	z1h0	42.910	-24.006	-9.508	79	Caedarva Mire	z271	25.965	-700.009	2.535	lsb-zonelines	untested	
845689210	53	Nashmau	z1h2	16.000	82.895	-9.508	79	Caedarva Mire	z273	13.930	-453.836	-6.684	lsb-zonelines	untested	
879243642	53	Nashmau	z1h4	-42.911	23.997	-9.508	79	Caedarva Mire	z275	-260.961	-699.985	-4.370	lsb-zonelines	untested	
1667838330	54	Arrapago Reef	z1ic	-180.006	-563.570	-12.713	57	Talacca Cove	z1l3	64.007	-99.988	-9.281	lsb-zonelines	untested	
812200314	54	Arrapago Reef	z1i0	499.997	-43.502	-20.717	79	Caedarva Mire	z277	140.007	-40.736	-13.500	lsb-zonelines	untested	
845754746	54	Arrapago Reef	z1i2	603.978	380.000	-13.066	79	Caedarva Mire	z279	477.713	139.990	-29.500	lsb-zonelines	untested	
879309178	54	Arrapago Reef	z1i4	-420.000	-83.543	-20.709	79	Caedarva Mire	z27b	-499.999	118.326	-1.500	lsb-zonelines	untested	
912863610	54	Arrapago Reef	z1i6	-419.995	-565.494	-12.918	79	Caedarva Mire	z27d	-719.993	-20.020	14.500	lsb-zonelines	untested	
946418042	54	Arrapago Reef	z1i8	-420.008	-276.433	-12.854	79	Caedarva Mire	z27f	-700.010	121.777	6.500	lsb-zonelines	untested	
1634283898	54	Arrapago Reef	z1ia	-563.517	379.970	-12.610	79	Caedarva Mire	z27h	-640.759	339.955	-17.500	lsb-zonelines	untested	
845951354	57	Talacca Cove	z1l2	64.009	-96.994	-11.443	54	Arrapago Reef	z1id	-180.028	-559.987	-10.335	lsb-zonelines	untested	
812396922	57	Talacca Cove	z1l0	-43.034	-260.010	-11.862	79	Caedarva Mire	z27j	-441.566	-499.974	10.414	lsb-zonelines	untested	
812659066	61	Mount Zhayolm	z1p0	901.279	182.176	-12.497	62	Halvung	z1q9	160.540	139.988	-22.001	lsb-zonelines	untested	
846213498	61	Mount Zhayolm	z1p2	659.804	10.743	-1.480	62	Halvung	z1qb	60.052	118.482	-12.005	lsb-zonelines	untested	
879767930	61	Mount Zhayolm	z1p4	340.889	-105.180	-12.946	62	Halvung	z1qd	-100.030	-40.539	-22.003	lsb-zonelines	untested	
913322362	61	Mount Zhayolm	z1p6	133.594	99.840	-25.738	62	Halvung	z1qf	-200.567	100.001	-2.000	lsb-zonelines	untested	
946876794	61	Mount Zhayolm	z1p8	-140.441	-227.184	-3.340	62	Halvung	z1qh	-340.028	-200.503	-12.000	lsb-zonelines	untested	
1634742650	61	Mount Zhayolm	z1pa	-59.824	293.319	-21.114	62	Halvung	z1qj	-413.024	385.630	-37.730	lsb-zonelines	untested	
1668297082	61	Mount Zhayolm	z1pc	-380.440	304.699	-4.200	62	Halvung	z1ql	-539.997	400.551	-42.000	lsb-zonelines	untested	
1701851514	61	Mount Zhayolm	z1pe	-372.770	-178.528	10.382	62	Halvung	z1qn	-599.423	179.971	-12.000	lsb-zonelines	untested	
1735405946	61	Mount Zhayolm	z1pg	-461.086	-269.248	-9.204	62	Halvung	z1qp	-539.978	79.533	-12.000	lsb-zonelines	untested	
1768960378	61	Mount Zhayolm	z1pi	-518.023	59.959	-7.405	64	Navukgo Execution Chamber	z1s1	-660.185	-199.532	-12.079	lsb-zonelines	untested	
1802514810	61	Mount Zhayolm	z1pk	-514.716	139.977	-18.763	64	Navukgo Execution Chamber	z1s3	-660.012	119.067	-22.073	lsb-zonelines	untested	
1836069242	61	Mount Zhayolm	z1pm	-19.543	321.230	0.998	72	Alzadaal Undersea Ruins	z20f	100.000	-675.000	-6.500	lsb-zonelines	untested	
812724602	62	Halvung	z1q0	122.076	-379.992	-32.975	51	Wajaom Woodlands	z1fp	-848.503	100.583	-20.835	lsb-zonelines	untested	
879833466	62	Halvung	z1q4	522.040	260.010	-13.900	52	Bhaflau Thickets	z1gd	-38.306	300.018	-5.500	lsb-zonelines	untested	
913387898	62	Halvung	z1q6	-574.919	-107.016	-8.759	52	Bhaflau Thickets	z1gf	-559.439	100.023	-1.500	lsb-zonelines	untested	
946942330	62	Halvung	z1q8	157.974	140.047	-24.159	61	Mount Zhayolm	z1p1	897.992	182.576	-10.195	lsb-zonelines	untested	
1634808186	62	Halvung	z1qa	59.975	121.036	-13.402	61	Mount Zhayolm	z1p3	657.948	14.117	1.019	lsb-zonelines	untested	
