# AccessXI FFXI navigation route overrides.
# route_id	zone	destination_name	destination_x	destination_z	destination_y	match_radius	min_x	max_x	min_z	max_z	sequence	waypoint_x	waypoint_z	waypoint_y	source	confidence	note
lathine-shelf-to-survival-guide	102	Survival Guide	775.000	-18.000	28.500	4.0	-705.000	-550.000	320.000	520.000	16	-380.800	303.600	12.550	live-screenshot-lathine-cliff-20260628	observed	central route point
lathine-shelf-to-survival-guide	102	Survival Guide	775.000	-18.000	28.500	4.0	-705.000	-550.000	320.000	520.000	17	-383.600	299.600	12.950	live-screenshot-lathine-cliff-20260628	observed	short central route step
lathine-shelf-to-survival-guide	102	Survival Guide	775.000	-18.000	28.500	4.0	-705.000	-550.000	320.000	520.000	18	-384.000	298.800	12.550	live-screenshot-lathine-cliff-20260628	observed	short central route step
lathine-shelf-to-survival-guide	102	Survival Guide	775.000	-18.000	28.500	4.0	-705.000	-550.000	320.000	520.000	19	-396.400	268.000	8.550	live-screenshot-lathine-cliff-20260628	observed	central route point
lathine-shelf-to-survival-guide	102	Survival Guide	775.000	-18.000	28.500	4.0	-705.000	-550.000	320.000	520.000	20	-396.400	261.600	8.950	live-screenshot-lathine-cliff-20260628	observed	short central route step
lathine-shelf-to-survival-guide	102	Survival Guide	775.000	-18.000	28.500	4.0	-705.000	-550.000	320.000	520.000	21	-396.000	255.600	8.750	live-screenshot-lathine-cliff-20260628	observed	short central route step
lathine-shelf-to-survival-guide	102	Survival Guide	775.000	-18.000	28.500	4.0	-705.000	-550.000	320.000	520.000	22	-391.600	208.000	10.950	live-screenshot-lathine-cliff-20260628	observed	central route point
lathine-shelf-to-survival-guide	102	Survival Guide	775.000	-18.000	28.500	4.0	-705.000	-550.000	320.000	520.000	23	-382.400	181.200	12.550	live-screenshot-lathine-cliff-20260628	observed	central route point
lathine-shelf-to-survival-guide	102	Survival Guide	775.000	-18.000	28.500	4.0	-705.000	-550.000	320.000	520.000	24	-378.800	176.400	12.750	live-screenshot-lathine-cliff-20260628	observed	short central route step
lathine-shelf-to-survival-guide	102	Survival Guide	775.000	-18.000	28.500	4.0	-705.000	-550.000	320.000	520.000	25	-344.400	133.200	10.350	live-screenshot-lathine-cliff-20260628	observed	central route point
lathine-shelf-to-survival-guide	102	Survival Guide	775.000	-18.000	28.500	4.0	-705.000	-550.000	320.000	520.000	26	-180.000	116.400	8.950	live-screenshot-lathine-cliff-20260628	observed	cross-zone route point
lathine-shelf-to-survival-guide	102	Survival Guide	775.000	-18.000	28.500	4.0	-705.000	-550.000	320.000	520.000	27	-164.800	112.400	6.350	live-screenshot-lathine-cliff-20260628	observed	short cross-zone route step
lathine-shelf-to-survival-guide	102	Survival Guide	775.000	-18.000	28.500	4.0	-705.000	-550.000	320.000	520.000	28	-50.800	80.000	16.150	live-screenshot-lathine-cliff-20260628	observed	cross-zone route point
lathine-shelf-to-survival-guide	102	Survival Guide	775.000	-18.000	28.500	4.0	-705.000	-550.000	320.000	520.000	29	-22.000	70.800	19.150	live-screenshot-lathine-cliff-20260628	observed	cross-zone route point
lathine-shelf-to-survival-guide	102	Survival Guide	775.000	-18.000	28.500	4.0	-705.000	-550.000	320.000	520.000	30	-2.400	59.600	20.950	live-screenshot-lathine-cliff-20260628	observed	cross-zone route point
lathine-shelf-to-survival-guide	102	Survival Guide	775.000	-18.000	28.500	4.0	-705.000	-550.000	320.000	520.000	31	78.000	17.200	24.350	live-screenshot-lathine-cliff-20260628	observed	eastern route point
lathine-shelf-to-survival-guide	102	Survival Guide	775.000	-18.000	28.500	4.0	-705.000	-550.000	320.000	520.000	32	90.000	12.800	22.950	live-screenshot-lathine-cliff-20260628	observed	short eastern route step
lathine-shelf-to-survival-guide	102	Survival Guide	775.000	-18.000	28.500	4.0	-705.000	-550.000	320.000	520.000	33	102.000	9.200	22.750	live-screenshot-lathine-cliff-20260628	observed	short eastern route step
lathine-shelf-to-survival-guide	102	Survival Guide	775.000	-18.000	28.500	4.0	-705.000	-550.000	320.000	520.000	34	142.000	5.200	24.150	live-screenshot-lathine-cliff-20260628	observed	eastern route point
lathine-shelf-to-survival-guide	102	Survival Guide	775.000	-18.000	28.500	4.0	-705.000	-550.000	320.000	520.000	35	178.000	5.200	24.550	live-screenshot-lathine-cliff-20260628	observed	eastern route point
lathine-shelf-to-survival-guide	102	Survival Guide	775.000	-18.000	28.500	4.0	-705.000	-550.000	320.000	520.000	36	284.000	40.800	23.550	live-screenshot-lathine-cliff-20260628	observed	eastern route point
lathine-shelf-to-survival-guide	102	Survival Guide	775.000	-18.000	28.500	4.0	-705.000	-550.000	320.000	520.000	37	284.800	40.800	23.550	live-screenshot-lathine-cliff-20260628	observed	short eastern route step
lathine-shelf-to-survival-guide	102	Survival Guide	775.000	-18.000	28.500	4.0	-705.000	-550.000	320.000	520.000	38	416.800	28.400	24.150	live-screenshot-lathine-cliff-20260628	observed	eastern route point
lathine-shelf-to-survival-guide	102	Survival Guide	775.000	-18.000	28.500	4.0	-705.000	-550.000	320.000	520.000	39	423.200	28.400	23.950	live-screenshot-lathine-cliff-20260628	observed	short eastern route step
lathine-shelf-to-survival-guide	102	Survival Guide	775.000	-18.000	28.500	4.0	-705.000	-550.000	320.000	520.000	40	425.200	28.800	23.950	live-screenshot-lathine-cliff-20260628	observed	short eastern route step
lathine-shelf-to-survival-guide	102	Survival Guide	775.000	-18.000	28.500	4.0	-705.000	-550.000	320.000	520.000	41	596.000	68.800	20.350	live-screenshot-lathine-cliff-20260628	observed	eastern route point
lathine-shelf-to-survival-guide	102	Survival Guide	775.000	-18.000	28.500	4.0	-705.000	-550.000	320.000	520.000	42	619.200	73.600	27.150	live-screenshot-lathine-cliff-20260628	observed	eastern route point
lathine-shelf-to-survival-guide	102	Survival Guide	775.000	-18.000	28.500	4.0	-705.000	-550.000	320.000	520.000	43	625.200	78.000	28.750	live-screenshot-lathine-cliff-20260628	observed	short eastern route step
lathine-shelf-to-survival-guide	102	Survival Guide	775.000	-18.000	28.500	4.0	-705.000	-550.000	320.000	520.000	44	626.400	78.800	29.150	live-screenshot-lathine-cliff-20260628	observed	short eastern route step
lathine-shelf-to-survival-guide	102	Survival Guide	775.000	-18.000	28.500	4.0	-705.000	-550.000	320.000	520.000	45	650.400	73.200	30.950	live-screenshot-lathine-cliff-20260628	observed	eastern route point
lathine-shelf-to-survival-guide	102	Survival Guide	775.000	-18.000	28.500	4.0	-705.000	-550.000	320.000	520.000	46	660.800	72.400	29.750	live-screenshot-lathine-cliff-20260628	observed	eastern route point
lathine-shelf-to-survival-guide	102	Survival Guide	775.000	-18.000	28.500	4.0	-705.000	-550.000	320.000	520.000	47	694.400	70.800	30.550	live-screenshot-lathine-cliff-20260628	observed	eastern route point
lathine-shelf-to-survival-guide	102	Survival Guide	775.000	-18.000	28.500	4.0	-705.000	-550.000	320.000	520.000	48	740.000	20.800	27.550	live-screenshot-lathine-cliff-20260628	observed	final guide approach
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	1	-570.000	420.000	12.000	live-screenshot-lathine-cliff-20260628	observed	pull east into open shelf away from cliff face
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	2	-560.000	460.000	8.000	live-screenshot-lathine-cliff-20260628	observed	continue open shelf corridor
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	3	-560.000	500.000	2.000	live-screenshot-lathine-cliff-20260628	observed	drop to lower open route before turning
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	4	-540.800	500.000	-4.650	live-screenshot-lathine-cliff-20260628	observed	lower cross-valley stabilizer
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	5	-535.600	496.400	-4.650	live-screenshot-lathine-cliff-20260628	observed	short lower route step
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	6	-493.200	474.800	-6.250	live-screenshot-lathine-cliff-20260628	observed	lower route cross-valley point
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	7	-478.800	454.000	-7.450	live-screenshot-lathine-cliff-20260628	observed	lower route cross-valley point
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	8	-390.000	350.000	-3.850	live-screenshot-lathine-cliff-20260628	observed	central route point
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	9	-389.600	349.200	-3.050	live-screenshot-lathine-cliff-20260628	observed	short central route step
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	10	-390.800	345.200	-2.250	live-screenshot-lathine-cliff-20260628	observed	short central route step
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	11	-390.400	344.400	-1.650	live-screenshot-lathine-cliff-20260628	observed	short central route step
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	12	-388.000	342.400	-0.250	live-screenshot-lathine-cliff-20260628	observed	short central route step
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	13	-383.200	337.600	2.750	live-screenshot-lathine-cliff-20260628	observed	central route turn
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	14	-385.534	332.032	3.570	live-screenshot-lathine-cliff-20260628	observed	short central route step
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	15	-385.095	329.090	7.612	live-screenshot-lathine-cliff-20260628	observed	short central route step
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	16	-380.800	303.600	12.550	live-screenshot-lathine-cliff-20260628	observed	central route point
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	17	-383.600	299.600	12.950	live-screenshot-lathine-cliff-20260628	observed	short central route step
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	18	-384.000	298.800	12.550	live-screenshot-lathine-cliff-20260628	observed	short central route step
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	19	-396.400	268.000	8.550	live-screenshot-lathine-cliff-20260628	observed	central route point
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	20	-396.400	261.600	8.950	live-screenshot-lathine-cliff-20260628	observed	short central route step
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	21	-396.000	255.600	8.750	live-screenshot-lathine-cliff-20260628	observed	short central route step
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	22	-391.600	208.000	10.950	live-screenshot-lathine-cliff-20260628	observed	central route point
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	23	-382.400	181.200	12.550	live-screenshot-lathine-cliff-20260628	observed	central route point
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	24	-378.800	176.400	12.750	live-screenshot-lathine-cliff-20260628	observed	short central route step
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	25	-344.400	133.200	10.350	live-screenshot-lathine-cliff-20260628	observed	central route point
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	26	-180.000	116.400	8.950	live-screenshot-lathine-cliff-20260628	observed	cross-zone route point
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	27	-164.800	112.400	6.350	live-screenshot-lathine-cliff-20260628	observed	short cross-zone route step
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	28	-50.800	80.000	16.150	live-screenshot-lathine-cliff-20260628	observed	cross-zone route point
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	29	-22.000	70.800	19.150	live-screenshot-lathine-cliff-20260628	observed	cross-zone route point
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	30	-2.400	59.600	20.950	live-screenshot-lathine-cliff-20260628	observed	cross-zone route point
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	31	78.000	17.200	24.350	live-screenshot-lathine-cliff-20260628	observed	eastern route point
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	32	90.000	12.800	22.950	live-screenshot-lathine-cliff-20260628	observed	short eastern route step
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	33	102.000	9.200	22.750	live-screenshot-lathine-cliff-20260628	observed	short eastern route step
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	34	142.000	5.200	24.150	live-screenshot-lathine-cliff-20260628	observed	eastern route point
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	35	178.000	5.200	24.550	live-screenshot-lathine-cliff-20260628	observed	eastern route point
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	36	284.000	40.800	23.550	live-screenshot-lathine-cliff-20260628	observed	eastern route point
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	37	284.800	40.800	23.550	live-screenshot-lathine-cliff-20260628	observed	short eastern route step
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	38	416.800	28.400	24.150	live-screenshot-lathine-cliff-20260628	observed	eastern route point
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	39	423.200	28.400	23.950	live-screenshot-lathine-cliff-20260628	observed	short eastern route step
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	40	425.200	28.800	23.950	live-screenshot-lathine-cliff-20260628	observed	short eastern route step
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	41	596.000	68.800	20.350	live-screenshot-lathine-cliff-20260628	observed	eastern route point
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	42	619.200	73.600	27.150	live-screenshot-lathine-cliff-20260628	observed	eastern route point
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	43	625.200	78.000	28.750	live-screenshot-lathine-cliff-20260628	observed	short eastern route step
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	44	626.400	78.800	29.150	live-screenshot-lathine-cliff-20260628	observed	short eastern route step
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	45	650.400	73.200	30.950	live-screenshot-lathine-cliff-20260628	observed	eastern route point
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	46	660.800	72.400	29.750	live-screenshot-lathine-cliff-20260628	observed	eastern route point
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	47	694.400	70.800	30.550	live-screenshot-lathine-cliff-20260628	observed	eastern route point
lathine-shelf-to-jugner-zoneline	102	Jugner Forest zone line	801.831	-37.618	24.326	4.0	-705.000	-550.000	320.000	520.000	48	780.000	-20.800	27.550	live-screenshot-lathine-cliff-20260628	observed	final Jugner approach
